id,name,alt_name,region,country,latitude,longitude,km_distance_to_ocean
AK482,Security Bay State Marine Park,,Alaska,US,56.8515,-134.3301,0.1
AK352,Selawik,Siiḷivik / Akuliġaq,Alaska,US,66.6039,-160.007,10.7
AK353,Seldovia,Angagkitaqnuuq,Alaska,US,59.438,-151.711,0.3
AK483,Serpentine Slide Research Natural Area,,Alaska,US,65.7113,-147.4653,477.0
AK354,Seward,Qutalleq,Alaska,US,60.1043,-149.442,0.5
AK355,Shageluk,Edixi,Alaska,US,62.6822,-159.562,121.5
AK356,Shaktoolik,Saktuliq,Alaska,US,64.35,-161.183,0.5
AK484,Shelter Island State Marine Park,,Alaska,US,58.4513,-134.881,0.1
AK357,Shemya Station,,Alaska,US,52.7246,174.112,0.9
AK358,Shishmaref,Qigiqtaq,Alaska,US,66.2567,-166.072,0.5
AK359,Shungnak,Isiŋnaq / Nuurviuraq,Alaska,US,66.888,-157.136,140.0
AK360,Sitka,Sheet'ká,Alaska,US,57.053,-135.33,0.4
AK361,Skagway,,Alaska,US,59.4583,-135.314,0.9
AK362,Skwentna,,Alaska,US,61.9649,-151.158,74.2
AK363,Slana,Stl’aa Caegge,Alaska,US,62.707,-143.9697,214.5
AK365,Sleetmute,Cellitemiut,Alaska,US,61.7025,-157.17,274.2
AK366,Soldotna,,Alaska,US,60.4878,-151.058,11.4
AK367,Solomon,,Alaska,US,64.5608,-164.439,1.2
AK368,South Naknek,Qinuyang,Alaska,US,58.7155,-156.998,0.5
AK459,South Todatonten Summit Research Natural Area,,Alaska,US,66.0506,-152.881,333.3
AK369,Spenard,,Alaska,US,61.1881,-149.917,2.4
AK370,Squaw Harbor,,Alaska,US,55.2433,-160.553,0.3
AK371,St. Mary's,,Alaska,US,62.0331,-163.25,97.0
AK460,Stan Price State Wildlife Sanctuary,,Alaska,US,57.9051,-134.275,0.5
AK372,Stebbins,Tapraq,Alaska,US,63.5222,-162.288,0.2
AK373,Sterling,,Alaska,US,60.5381,-150.758,25.8
AK374,Stevens Village,Denyeet,Alaska,US,66.0063,-149.091,465.2
AK375,Stony River,Gidighuyghatno’ Xidochagg Qay / K'qizaghetnu,Alaska,US,61.7831,-156.588,254.8
AK376,Summit,,Alaska,US,63.3292,-149.119,202.4
AK461,Sunny Cove State Marine Park,,Alaska,US,59.9024,-149.3453,0.4
AK377,Sunrise,,Alaska,US,60.8921,-149.425,0.8
AK378,Suntrana,,Alaska,US,63.8582,-148.846,262.4
AK485,Surprise Cove State Marine Park,,Alaska,US,60.7568,-148.3873,0.1
AK379,Susitna Station,,Alaska,US,61.5432,-150.5162,20.1
AK380,Sutton,,Alaska,US,61.7114,-148.894,27.0
AK381,Takotna,Tochotno’,Alaska,US,62.9886,-156.064,250.5
AK462,Taku Harbor State Marine Park,,Alaska,US,58.0622,-134.0187,0.1
AK382,Talkeetna,K'dalkitnu,Alaska,US,62.3239,-150.109,96.3
AK383,Tanacross,Taats’altęy,Alaska,US,63.378,-143.356,293.9
AK384,Tanana,Hohudodetlaatl Denh,Alaska,US,65.1719,-152.079,397.4
AK386,Tatitlek,Taatiilaaq,Alaska,US,60.8647,-146.679,0.3
AK387,Tazlina,Tezdlen Na’,Alaska,US,62.0305,-145.416,111.0
AK388,Tee Harbor,,Alaska,US,58.41,-134.757,0.4
AK389,Telida,Tilayadi,Alaska,US,63.3833,-153.267,265.2
AK390,Teller,Tala,Alaska,US,65.2636,-166.361,0.1
AK392,Tenakee Springs,Tʼanag̱eey / Tlaagoowu Aan,Alaska,US,57.7808,-135.219,0.2
AK393,Tetlin,Teełąy,Alaska,US,63.1373,-142.5208,298.4
AK394,Tetlin Junction,,Alaska,US,63.3172,-142.599,310.9
AK395,Thane,,Alaska,US,58.264,-134.328,0.5
AK486,Thoms Place State Marine Park,,Alaska,US,56.1732,-132.1328,0.0
AK396,Thorne Bay,,Alaska,US,55.7274,-132.471,0.6
AK463,Thumb Cove State Marine Park,,Alaska,US,60.004,-149.3008,0.1
AK397,Tin City,,Alaska,US,65.5502,-167.851,0.8
AK398,Togiak,Tuyuryaq,Alaska,US,59.0619,-160.376,0.3
AK399,Tok,,Alaska,US,63.3366,-142.985,300.6
AK400,Tokeen,,Alaska,US,55.938,-133.324,0.3
AK401,Toksook Bay,Nunakauyaq,Alaska,US,60.5303,-165.102,0.1
AK402,Tolovana,,Alaska,US,64.8542,-149.824,373.0
AK403,Tonsina,,Alaska,US,61.6558,-145.175,84.0
AK404,Tuluksak,Tuulkessaaq,Alaska,US,61.1025,-160.962,122.3
AK405,Tuntutuliak,Tuntutuliaq,Alaska,US,60.3397,-162.669,9.1
AK406,Tununak,Tununeq,Alaska,US,60.5855,-165.256,0.3
AK407,Twin Hills,Ingricuar,Alaska,US,59.0792,-160.275,2.7
AK436,Two Rivers,,Alaska,US,64.8767,-147.0384,391.5
AK408,Tyonek,Qaggeyshlat,Alaska,US,61.0681,-151.137,0.0
AK409,Ugashik,Ugaasaq,Alaska,US,57.513,-157.397,2.4
AK411,Umiat,,Alaska,US,69.3674,-152.133,114.1
AK412,Umkumiute,,Alaska,US,60.4983,-165.199,0.2
AK413,Umnak,,Alaska,US,53.267,-168.217,1.3
AK414,Unalakleet,Uŋalaqłiit,Alaska,US,63.873,-160.788,0.1
AK415,Unalaska,Iluulux̂,Alaska,US,53.8733,-166.533,0.4
AK416,Unga,Uĝnaasaqax̂,Alaska,US,55.1828,-160.506,0.3
AK178,Upper Kalskag,Qalqaq,Alaska,US,61.5391,-160.306,182.2
AK418,Utqiaġvik,Barrow,Alaska,US,71.2905,-156.789,0.3
AK419,Utukakarvik,,Alaska,US,61.9611,-164.75,42.9
AK420,Uyak,,Alaska,US,57.6256,-153.988,0.3
AK421,Valdez,Suacit,Alaska,US,61.1369,-146.3471,0.9
AK422,Venetie,Vįįhtąįį,Alaska,US,67.0139,-146.419,330.8
AK423,Wainwright,Ulġuniq,Alaska,US,70.6369,-160.038,0.5
AK424,Wales,Kiŋigin,Alaska,US,65.6097,-168.0876,0.5
AK425,Ward Cove,,Alaska,US,55.408,-131.724,0.0
AK426,Wasilla,,Alaska,US,61.5814,-149.439,7.8
AK427,Whale Pass,,Alaska,US,56.1,-133.167,1.7
AK428,White Mountain,Nasirvik,Alaska,US,64.6813,-163.406,4.2
AK429,Whittier,,Alaska,US,60.773,-148.684,0.5
AK430,Willow,,Alaska,US,61.7472,-150.037,35.7
AK431,Wiseman,,Alaska,US,67.41,-150.107,323.2
AK432,Womens Bay,,Alaska,US,57.7099,-152.586,1.1
AK433,Woody Island,,Alaska,US,57.78,-152.355,0.4
AK434,Wrangell,Shtax’héen,Alaska,US,56.4708,-132.377,0.6
AK435,Yakutat,Yaakwdáat,Alaska,US,59.5469,-139.727,0.7
AK464,Ziegler Cove State Marine Park,,Alaska,US,60.8381,-148.3205,0.2
